id,event_name,event_type,city,state,country,venue_or_area,application_deadline_iso,application_deadline_text,event_date_range_text,application_mode,postal_address,contact_name,contact_email,contact_phone,source_url,source_domain,source_kind,last_verified_at,agent_batch_id,confidence_status,notes
peter-und-paul-fest-2027-bretten,Peter-und-Paul-Fest Bretten 2027 (Historischer Markt),Mittelaltermarkt / Stadtfest,Bretten,Baden-Württemberg,DE,Historische Altstadt Bretten,2026-11-15,Dauerregel laut Veranstalterseite: '15.11. des Vorjahres: Anmeldeschluss für Verkaufsstände im Folgejahr',,Bewerbung per E-Mail an den Marktmeister,"Vereinigung Alt-Brettheim e.V., Marktmeister Historischer Markt, Kirchplatz 4, 75015 Bretten","Marktmeister Historischer Markt, Vereinigung Alt-Brettheim e.V.",marktmeister@alt-brettheim.de,,https://peter-und-paul.de/allgemeine-informationen/bewerbungen/,peter-und-paul.de,official,2026-09-13,bw-karlsruhe-nordbaden-2026-09,partial,"Nicht-staedtischer Veranstalter (Vereinigung Alt-Brettheim e.V.) nennt eine woertliche Dauerregel: Anmeldeschluss fuer Verkaufsstaende ist jeweils der 15.11. des Vorjahres. Frist fuer 2027 (15.11.2026) liegt noch in der Zukunft, ist also keine Ableitung sondern die aktuell gueltige Frist. Exaktes Veranstaltungsdatum 2027 auf der Seite nicht bestaetigt (traditionell erstes Juliwochenende)."
rutenfest-2027-ravensburg-standbetreiber,Rutenfest Ravensburg 2027 - Standbetreiber,Heimatfest / Volksfest,Ravensburg,Baden-Württemberg,DE,Ravensburg,2026-11-15,"Standbetreiber haben bis zum 15. November 2026 Zeit, ihre schriftlichen Bewerbungen für das Rutenfest 2027 einzureichen.",Sommer 2027; der genaue Termin ist auf der Bewerbungsseite nicht ausgewiesen.,Schriftliche Bewerbung bei der Rutenfestkommission.,"Rutenfestkommission Ravensburg, Ravensburg",Rutenfestkommission,,,https://das-rutenfest.de/rutenfestkommission/bewerbung/,das-rutenfest.de,official,2026-08-03,de-2026-08-breitensuche-04,partial,Zwei gestaffelte Fristen je Geschäftsart; Großgeschäfte müssen bereits zum 15.09.2026 bewerben. Zulassungskriterien erscheinen am 10.08.2026 im 'Komet'.
troisdorfer-weihnachtsmarkt-burg-wissem-2026,Weihnachtsmarkt auf Burg Wissem 2026,Weihnachtsmarkt / Kunsthandwerksmarkt,Troisdorf,Nordrhein-Westfalen,DE,Burg Wissem,2026-11-16,Anmeldeschluss: 16. November 2026,11. bis 13. Dezember 2026,Online-Bewerbung für einen Standplatz,"Stadt Troisdorf, Koelner Strasse 176, 53840 Troisdorf",Stadt Troisdorf,rathaus@troisdorf.de,+49 2241 900-0,https://www.troisdorf.de/de/freizeit-familie/innenstadtfeste/weihnachtsmarkt/bewerbung-standplatz-weihnachtsmarkt-fuer-aussteller-innen/,troisdorf.de,official,2026-08-03,research-2026-08-03-gap-maerkte,partial,Offizielle städtische Bewerbungsseite mit Informationsblättern für Aussteller und Verkaufsstände. Kontaktdaten im August 2026 aus der offiziellen Quelle ergaenzt.
goesselkirmes-2027-geseke,Gösselkirmes 2027,Stadtfest / Kirmes,Geseke,Nordrhein-Westfalen,DE,Geseker Innenstadt,2026-11-18,18.11.2026,06.05.-09.05.2027,Online über das Bewerbungsformular,"Stadtverwaltung Geseke, An der Abtei 1, 59590 Geseke",Stadt Geseke,post@geseke.de,02942 500-0,https://www.geseke.de/leben-wohnen/stadtfeste/goesselkirmes,geseke.de,official,2026-08-03,research-2026-08-03-nrw,verified,"Offen für Schausteller, Gastronomie, Wirte, Kunsthandwerker und Aussteller. | Offen für Schausteller, Gastronomie, Wirte, Kunsthandwerk und Aussteller."
fruehjahrs-dippemess-frankfurt-2027-tcf,Frankfurter Frühjahrs-Dippemess 2027 (Standbewerbung),Volksfest,Frankfurt am Main,Hessen,DE,Festplatz am Ratsweg,2026-11-20,Bewerbungsformular für die Saison 2027 ab 01.10.2026; Bewerbungsfrist endet am 20.11.2026,19.03.-11.04.2027 (Termin laut visitfrankfurt.travel),Bewerbungsformular der Tourismus+Congress GmbH Frankfurt (ab 01.10.2026 online),,Tourismus+Congress GmbH Frankfurt am Main (Feste-Team),feste@infofrankfurt.de,+49 69 24 74 55-300,https://www.visitfrankfurt.travel/ueber-uns/kooperationen/standplatzbewerbung,visitfrankfurt.travel,official,2026-09-19,named-bwhe-2026-09,partial,"Fristangabe gilt laut Seite für Dippemess (Frühjahr und Herbst), Frankfurter Weihnachtsmarkt und Wäldchestag 2027; Kategorien u. a. Gastronomie, Süßwaren, Spiel- und Kinderfahrgeschäfte. Postanschrift auf der Seite nicht genannt. Löst den bisherigen review_candidate (frankfurt.de ohne Frist) ab."
herbst-dippemess-frankfurt-2027-tcf,Frankfurter Herbst-Dippemess 2027 (Standbewerbung),Volksfest,Frankfurt am Main,Hessen,DE,Festplatz am Ratsweg,2026-11-20,Bewerbungsformular für die Saison 2027 ab 01.10.2026; Bewerbungsfrist endet am 20.11.2026,Herbst 2027 (genauer Termin nicht geprüft),Bewerbungsformular der Tourismus+Congress GmbH Frankfurt (ab 01.10.2026 online),,Tourismus+Congress GmbH Frankfurt am Main (Feste-Team),feste@infofrankfurt.de,+49 69 24 74 55-300,https://www.visitfrankfurt.travel/ueber-uns/kooperationen/standplatzbewerbung,visitfrankfurt.travel,official,2026-09-19,named-bwhe-2026-09,partial,Gemeinsame Frist mit Frühjahrs-Dippemess laut Seite. Postanschrift nicht genannt. Löst den bisherigen review_candidate ab.
frankfurter-weihnachtsmarkt-2027-frankfurt-am-main,Frankfurter Weihnachtsmarkt 2027,Weihnachtsmarkt,Frankfurt am Main,Hessen,DE,"Innenstadt Frankfurt (Römerberg, Mainkai, Paulsplatz, Friedrich-Stoltze-Platz, Hauptwache, Roßmarkt)",2026-11-20,'Die Bewerbungsfrist endet am 20.11.2026.' Bewerbungsformular ist ab 15.09.2026 online verfuegbar.,,Online-Bewerbungsformular ueber visitfrankfurt.travel,,"Tourismus+Congress GmbH Frankfurt am Main, Feste und Veranstaltungen",feste@infofrankfurt.de,069 24745 5-300,https://www.visitfrankfurt.travel/ueber-uns/kooperationen/standplatzbewerbung,visitfrankfurt.travel,official,2026-09-13,nachfasswelle-2026-09,partial,"Deutschlandweite Nachfass-Recherche (nicht an eine Queue-Einheit gebunden). Bewerbungsfrist fuer 2027 direkt auf offizieller Seite bestaetigt (Frist noch offen, keine Ableitung). Veranstaltungstermin 2027 auf der Seite noch nicht veroeffentlicht (2026 war 23.11.-22.12.2026), daher partial statt verified. Postadresse nicht auffindbar."
waeldchestag-frankfurt-2027-tcf,Wäldchestag Frankfurt 2027 (Standbewerbung),Volksfest,Frankfurt am Main,Hessen,DE,"Oberforsthaus/Stadtwald Frankfurt (laut Veranstaltungsname, nicht auf der Seite geprüft)",2026-11-20,Bewerbungsformular für die Saison 2027 ab 01.10.2026; Bewerbungsfrist endet am 20.11.2026,2027 (Termin nicht geprüft),Bewerbungsformular der Tourismus+Congress GmbH Frankfurt (ab 01.10.2026 online),,Tourismus+Congress GmbH Frankfurt am Main (Feste-Team),feste@infofrankfurt.de,+49 69 24 74 55-300,https://www.visitfrankfurt.travel/ueber-uns/kooperationen/standplatzbewerbung,visitfrankfurt.travel,official,2026-09-19,named-bwhe-2026-09,partial,"Wäldchestag ist auf der Seite als Veranstaltung mit Frist 20.11.2026 (Saison 2027) aufgeführt. Ort und Termin nicht auf der Seite verifiziert, daher leer bzw. Vorbehalt. Der Offenbacher Wäldchestag ist eine andere Veranstaltung."
papier-global-7-ausstellung-2027-deggendorf,Papier Global 7 - Internationale Papierkunst Triennale 2027,Jurierte Kunstausstellung,Deggendorf,Bayern,DE,Stadtgalerie im Stadtmuseum und Handwerksmuseum Deggendorf,2026-11-29,Bewerbung ab sofort bis einschließlich 29.11.2026,09.05.-10.10.2027; Eröffnung am 08.05.2027,Online-Bewerbung über die von den Museen Deggendorf bereitgestellte Upload-Plattform,"Museen der Stadt Deggendorf, Östlicher Stadtgraben 28, 94469 Deggendorf",Museen der Stadt Deggendorf,museen@deggendorf.de,0991 2960-5299,https://stadtmuseum.deggendorf.de/papier-global,stadtmuseum.deggendorf.de,official,2026-08-03,by-2027-deep-rb-niederbayern,verified,"Die offizielle Museumsseite und ihre Teilnahmebedingungen bestätigen Ausstellung, Bewerbungsfrist und Online-Verfahren."
papiermarkt-papier-global-7-2027-deggendorf,Papiermarkt zur Papier Global 7 2027,Kunsthandwerkermarkt,Deggendorf,Bayern,DE,"Stadtmuseum, Östlicher Stadtgraben 28, und Handwerksmuseum, Maria-Ward-Platz 1, 94469 Deggendorf",2026-11-29,Bewerbung ab sofort bis einschließlich 29.11.2026 für Ausstellung und/oder Papiermarkt,08.05.-09.05.2027,Bewerbungsformular und Produktfotos über die offizielle Upload-Plattform einreichen,"Museen der Stadt Deggendorf, Östlicher Stadtgraben 28, 94469 Deggendorf",Museen der Stadt Deggendorf,museen@deggendorf.de,0991 2960-5299,https://stadtmuseum.deggendorf.de/papier-global,stadtmuseum.deggendorf.de,official,2026-08-03,by-2027-deep-rb-niederbayern,verified,"Die offizielle Museumsseite nennt die gemeinsame Bewerbungsfrist für Ausstellung und/oder Papiermarkt; die verlinkten Marktbedingungen bestätigen Markttermine, Orte und Bewerbungsweg."
oldenburg-kramermarkt-2027-oldenburg,420. Oldenburger Kramermarkt 2027,Kramermarkt / Volksfest,Oldenburg,Niedersachsen,DE,Kramermarktsgelände an den Weser-Ems-Hallen,2026-11-30,Bewerbungsschluss: 30. November 2026.,01.10.-10.10.2027,"Online, per E-Mail oder auf dem Postweg","Stadt Oldenburg, Marktverwaltung, Pferdemarkt 14, 26121 Oldenburg",Marktverwaltung Stadt Oldenburg,Marktverwaltung@stadt-oldenburg.de,0441 235-4444,https://www.oldenburg.de/startseite/kultur/veranstaltungen/veranstaltungshoehepunkte/kramermarkt/informationen-zur-bewerbung.html,oldenburg.de,official,2026-08-03,research-2026-08-03-ni-hb-hh,verified,Die offizielle Seite nennt Termin und Bewerbungsschluss ausdruecklich.
aschaffenburger-jahrmaerkte-2027-aschaffenburg,Aschaffenburger Jahrmärkte 2027,Jahrmärkte / Warenmärkte,Aschaffenburg,Bayern,DE,Schloßplatz vor der Stadthalle am Schloß,2026-11-30,Verbindlicher satzungsmäßiger Bewerbungszeitraum für Jahrmärkte 2027: 01.09. bis spätestens 30.11.2026.,Drei jeweils viertägige Jahrmärkte im Kalenderjahr 2027; die Einzeltermine werden am letzten Jahrmarkttermin 2026 offiziell bekannt gegeben.,Schriftlich unter Angabe von Platzgröße und Warenangebot,"Kongress- und Touristikbetriebe der Stadt Aschaffenburg, Schloßplatz 1, 63739 Aschaffenburg",Veranstaltungsmanagement - städtische Märkte und Feste,info@events-ab.de,+49 6021 395720,https://www.aschaffenburg.de/loadDocument.phtml?Ext=PDF&FID=4173.101.1,aschaffenburg.de,official,2026-08-03,by-2027-deep-rb-unterfranken,partial,"Die geltende Marktsatzung bestätigt drei Jahrmärkte pro Jahr, schriftliche Standbewerbungen und das feste Fenster 01.09.-30.11. des Vorjahres. Die konkreten Termine 2027 waren am Stichtag satzungsgemäß noch nicht bekannt gegeben."
bremer-freimarkt-2027-bremen,Bremer Freimarkt 2027,Volksfest / Freimarkt,Bremen,Bremen,DE,Bürgerweide,2026-11-30,Frist endet am 30.11.2026.,15.10.-31.10.2027,Online über marktbewerbung:bremen oder mit dem offiziellen Bewerbungsformular,"Senatorin für Wirtschaft, Haefen und Transformation, Referat 13 Marktangelegenheiten, Katharinenklosterhof 3, 28195 Bremen","Joachim Ackermann, Referatsleitung Marktangelegenheiten",joachim.ackermann@wht.bremen.de,0421 361-2385,https://www.wirtschaft.bremen.de/wirtschaft/marktangelegenheiten-61879,wirtschaft.bremen.de,official,2026-08-03,research-2026-08-03-ni-hb-hh,verified,Veranstaltungszeitraum ist in der auf der Quellseite verlinkten offiziellen Markttermin-Übersicht bis 2031 ausgewiesen.
einstieg-beruf-2027-rheinstetten,Einstieg Beruf 2027,Ausbildungs- und Karrieremesse,Rheinstetten,Baden-Württemberg,DE,Messe Karlsruhe,2026-11-30,Reguläre Anmeldung bis 30. November 2026; danach nur Warteliste nach Verfügbarkeit,"16. Januar 2027, 10:00 bis 15:30 Uhr",Online-Ausstelleranmeldung,"Messeallee 1, 76287 Rheinstetten",,,,https://einstiegberuf.de/aussteller/,einstiegberuf.de,official,2026-08-03,bw-2027-deep-rb-karlsruhe,partial,"Frühbucher bis 30. September 2026, Normaltarif bis 15. Oktober 2026 und Spätbuchertarif bis 30. November 2026."
eisleber-fruehlingswiese-2027-lutherstadt-eisleben,Eisleber Frühlingswiese 2027,Volksfest,Lutherstadt Eisleben,Sachsen-Anhalt,DE,Wiesengelände,2026-11-30,30.11.2026,29.04.-02.05.2027,Online über das Bewerbungsportal oder postalisch,"Eigenbetrieb Märkte der Lutherstadt Eisleben, Wiesenweg 1, 06295 Lutherstadt Eisleben",Eigenbetrieb Märkte der Lutherstadt Eisleben,info@wiesenmarkt.de,03475 633970,https://www.wiesenmarkt.de/bewerbungsportal/,wiesenmarkt.de,official,2026-08-03,research-2026-08-03-sn-st-th,verified,"Das Bewerbungsportal richtet sich an Schausteller und fragt Betriebs-, Geschäfts- und Standdaten ab."
telgte-maria-geburts-markt-kirmes-2027-telgte,Mariä-Geburts-Markt Telgte 2027 - Kirmes,Kirmes / Volksfest,Telgte,Nordrhein-Westfalen,DE,Telgter Innenstadt,2026-11-30,"Bewerbungsschluss für die Kirmes ist der 30.11. des Veranstaltungsvorjahres, für den Mariä-Geburts-Markt 2027 also der 30.11.2026.","Jeweils am zweiten Septemberwochenende, Freitag bis Dienstag; die genauen Termine 2027 sind noch nicht veröffentlicht.",Bewerbungsformular mit Geschäftsskizze und Produktfotos per Post oder E-Mail an bewerbung-mgm@telgte.de.,"Staedtische Wirtschaftsbetriebe Telgte GmbH, Baßfeld 4-6, 48291 Telgte",Regina Bussmann (02504 13-215) und Stefan Reiser (02504 13-280),bewerbung-mgm@telgte.de,02504 13-215,https://serviceportal.telgte.de/detail/-/vr-bis-detail/dienstleistung/1104/show,serviceportal.telgte.de,official,2026-08-03,nrw-2027-deep-mittelstaedte,partial,"Die Stadt nennt den Bewerbungsschluss als feste jährliche Regel, nicht als Einzeldatum für 2027. Genaue Veranstaltungstermine 2027 vor Bewerbung beim Veranstalter erfragen."
mindener-maimesse-2027-minden,Mindener Maimesse 2027,Kirmes / Messe,Minden,Nordrhein-Westfalen,DE,Kanzlers Weide,2026-11-30,30.11.2026,01.05.-09.05.2027,Onlineformular der Minden Marketing GmbH,"Minden Marketing GmbH, Kleiner Domhof 17, 32423 Minden",Minden Marketing GmbH,info@mindenmarketing.de,0571 8290659,https://www.minden-erleben.de/tourismus/index.php/de/standplatz-mindener-maimesse,minden-erleben.de,official,2026-08-03,research-2026-08-03-main-web,partial,Bewerbungszeitraum laut Veranstalter 01.08.-30.11.2026. Kontaktdaten im August 2026 aus der offiziellen Quelle ergaenzt.
naumburger-wochenmarkt-2027-naumburg,Naumburger Wochenmarkt 2027,Wochenmarkt,Naumburg (Saale),Sachsen-Anhalt,DE,Marktplätze der Stadt Naumburg (Saale),2026-11-30,30.11.2026,Wochenmarktsaison 2027,Schriftlich bei der Stadt Naumburg (Saale) mit Angaben zu Verkaufsstand und Warenangebot,,"Stadt Naumburg (Saale), Marktverwaltung",ordnungsamt@naumburg-stadt.de,+49 3445 273-340,https://www.naumburg.de/de/1597%2C1164/103945%2C1164%2Cde%2C1.html,naumburg.de,official,2026-08-03,research-2026-08-03-sn-st-th,partial,Amtliche Marktordnung § 6; spätere Bewerbungen können nur bei freien Standplätzen berücksichtigt werden. Kontaktdaten im August 2026 aus der offiziellen Quelle ergaenzt.
neumuenster-fruehjahrsmarkt-2027-neumuenster,Neumünsteraner Frühjahrsmarkt 2027,Jahrmarkt / Volksfest,Neumünster,Schleswig-Holstein,DE,Neumünster,2026-11-30,Standplätze für Volksfeste und Jahrmärkte sind bis zum 30. November für das nachfolgende Kalenderjahr zu beantragen,Veranstaltungsjahr 2027; genauer Termin noch nicht veröffentlicht,Schriftlicher Antrag bei der Stadt Neumünster,"Stadt Neumünster, Großflecken 59, 24534 Neumünster",Marktmeister der Stadt Neumünster,,04321 942-2490,https://www.neumuenster.de/fileadmin/neumuenster.de/media/verwaltung_und_politik/Bekanntmachungen/Ortsrecht/2_sicherheit_und_ordnung/2.3.1_marktsatzung.pdf,neumuenster.de,official,2026-08-03,research-2026-08-03-de-gap,partial,Die geltende städtische Marktsatzung bestätigt die Frist; der konkrete Veranstaltungstermin 2027 ist noch nicht veröffentlicht.
neumuenster-herbstmarkt-2027-neumuenster,Neumünsteraner Herbstmarkt 2027,Jahrmarkt / Volksfest,Neumünster,Schleswig-Holstein,DE,Neumünster,2026-11-30,Standplätze für Volksfeste und Jahrmärkte sind bis zum 30. November für das nachfolgende Kalenderjahr zu beantragen,Veranstaltungsjahr 2027; genauer Termin noch nicht veröffentlicht,Schriftlicher Antrag bei der Stadt Neumünster,"Stadt Neumünster, Großflecken 59, 24534 Neumünster",Marktmeister der Stadt Neumünster,,04321 942-2490,https://www.neumuenster.de/fileadmin/neumuenster.de/media/verwaltung_und_politik/Bekanntmachungen/Ortsrecht/2_sicherheit_und_ordnung/2.3.1_marktsatzung.pdf,neumuenster.de,official,2026-08-03,research-2026-08-03-de-gap,partial,Die geltende städtische Marktsatzung bestätigt die Frist; der konkrete Veranstaltungstermin 2027 ist noch nicht veröffentlicht.
neumuenster-sommermarkt-2027-neumuenster,Neumünsteraner Sommermarkt 2027,Jahrmarkt / Volksfest,Neumünster,Schleswig-Holstein,DE,Neumünster,2026-11-30,Standplätze für Volksfeste und Jahrmärkte sind bis zum 30. November für das nachfolgende Kalenderjahr zu beantragen,Veranstaltungsjahr 2027; genauer Termin noch nicht veröffentlicht,Schriftlicher Antrag bei der Stadt Neumünster,"Stadt Neumünster, Großflecken 59, 24534 Neumünster",Marktmeister der Stadt Neumünster,,04321 942-2490,https://www.neumuenster.de/fileadmin/neumuenster.de/media/verwaltung_und_politik/Bekanntmachungen/Ortsrecht/2_sicherheit_und_ordnung/2.3.1_marktsatzung.pdf,neumuenster.de,official,2026-08-03,research-2026-08-03-de-gap,partial,Die geltende städtische Marktsatzung bestätigt die Frist; der konkrete Veranstaltungstermin 2027 ist noch nicht veröffentlicht.
nienburger-fruehjahrsmarkt-2027-nienburg,Nienburger Frühjahrsmarkt 2027,Volksfest / Jahrmarkt,Nienburg/Weser,Niedersachsen,DE,Nienburg/Weser,2026-11-30,"Fahrgeschäfte und Attraktionen bewerben sich bis spätestens 30.11. des Vorjahres, Imbisswagen, Verzehr-, Getraenke- und Verkaufsstaende bis spätestens 31.12. des Vorjahres.",Frühjahr 2027; die genauen Termine sind noch nicht veröffentlicht.,"Digitale Einreichung per E-Mail mit Bewerbungsunterlagen als PDF inklusive Reisegewerbekarte, Versicherungsnachweis und ausgefuelltem Informationsblatt. Schriftliche Bewerbung mit Poststempel wahrt die Frist ebenfalls.","Stadt Nienburg/Weser, Fachbereich Sicherheit und Ordnung, SG 32 Märkte und Veranstaltungen, Marktplatz 1, 31582 Nienburg/Weser",M. Fortmann und J. Glueckhardt,m.fortmann@nienburg.de,05021 87-357,https://www.nienburg.de/portal/seiten/bewerbungen-schausteller-902000463-21501.html,nienburg.de,official,2026-08-03,de-2026-08-breitensuche-01,partial,"Zwei gestaffelte Fristen je Geschäftsart; die fruehere gilt für Fahrgeschäfte. Zweite Rufnummer 05021 87-280, zweite E-Mail j.glueckhardt@nienburg.de. Die Stadt nennt die Fristen als feste jährliche Regel."
osnabruecker-fruehjahrsjahrmarkt-2027,Osnabrücker Frühjahrsjahrmarkt 2027,Jahrmarkt / Volksfest,Osnabrück,Niedersachsen,DE,"Halle Gartlage, Bohmter Straße",2026-11-30,30.11.2026 (30. November des Vorjahres),Frühjahr 2027; genauer Termin noch nicht veröffentlicht,Online über das offizielle Bewerbungsformular der Marketing Osnabrück GmbH,"Marketing Osnabrück GmbH, Schlosswall 1-9, 49074 Osnabrück","Julienne Winterbur, Projektleitung Veranstaltungen",J.Winterbur@marketingosnabrueck.de,0541 323-2823,https://www.marketingosnabrueck.de/events/fruehjahrs-und-herbstjahrmarkt/,marketingosnabrueck.de,official,2026-08-03,research-2026-08-03-gap-volksfeste,partial,Die offizielle Veranstalterseite bestätigt den jährlich wiederkehrenden Bewerbungsschluss und den Bewerbungszugang. Der konkrete Markttermin 2027 ist noch nicht veröffentlicht.
osnabruecker-herbstjahrmarkt-2027,Osnabrücker Herbstjahrmarkt 2027,Jahrmarkt / Volksfest,Osnabrück,Niedersachsen,DE,"Halle Gartlage, Bohmter Straße",2026-11-30,30.11.2026 (30. November des Vorjahres),Herbst 2027; genauer Termin noch nicht veröffentlicht,Online über das offizielle Bewerbungsformular der Marketing Osnabrück GmbH,"Marketing Osnabrück GmbH, Schlosswall 1-9, 49074 Osnabrück","Julienne Winterbur, Projektleitung Veranstaltungen",J.Winterbur@marketingosnabrueck.de,0541 323-2823,https://www.marketingosnabrueck.de/events/fruehjahrs-und-herbstjahrmarkt/,marketingosnabrueck.de,official,2026-08-03,research-2026-08-03-gap-volksfeste,partial,Die offizielle Veranstalterseite bestätigt den jährlich wiederkehrenden Bewerbungsschluss und den Bewerbungszugang. Der konkrete Markttermin 2027 ist noch nicht veröffentlicht.
osnabruecker-maiwoche-2027,Osnabrücker Maiwoche 2027,Stadtfest / Volksfest,Osnabrück,Niedersachsen,DE,Osnabrücker Innenstadt,2026-11-30,30.11.2026 (30. November des Vorjahres),14.05.-23.05.2027,Online über das offizielle Schausteller-Bewerbungsformular,"Marketing Osnabrück GmbH, Schlosswall 1-9, 49074 Osnabrück","Katharina Brüger, Projektleitung City Events",K.Brueger@marketingosnabrueck.de,0541 323-3585,https://www.marketingosnabrueck.de/events/osnabruecker-maiwoche/,marketingosnabrueck.de,official,2026-08-03,research-2026-08-03-gap-volksfeste,verified,"Die offizielle Veranstalterseite bestätigt Veranstaltungstermin, Bewerbungsfrist und den direkten Schausteller-Bewerbungszugang."
rastatter-fruehjahrsjahrmarkt-2027-rastatt,Rastatter Frühjahrsjahrmarkt 2027,Jahrmarkt / Volksfest,Rastatt,Baden-Württemberg,DE,Festplatz Zur Friedrichsfeste,2026-11-30,Bewerbungsschluss: 30. November 2026,23. bis 27. April 2027,Schriftliche Bewerbung; für jeden Jahrmarkt ist eine separate Bewerbung erforderlich,"Wirtschaft & Veranstaltungen, Eigenbetrieb Stadt Rastatt, Herrn Christian Römmich, Kapellenstraße 20-22, 76437 Rastatt",Christian Römmich,stadtmarketing@rastatt.de,07222 972-1280,https://www.rastatt.de/site/Rastatt-Stadt/get/documents_E1829081980/rastatt/Dateien/PDFs/5.%20Kultur%20und%20Freizeit/Freizeit%20und%20Einkaufen/Jahrm%C3%A4rkte/Ausschreibung%20Jahrm%C3%A4rkte%202027.pdf,rastatt.de,official,2026-08-03,bw-2027-deep-rb-karlsruhe,verified,"Gesucht werden unter anderem Fahr-, Schau-, Lauf- und Belustigungsgeschäfte sowie Imbiss-, Spiel-, Gewinn- und Verkaufsgeschäfte."
rastatter-herbstjahrmarkt-2027-rastatt,Rastatter Herbstjahrmarkt 2027,Jahrmarkt / Volksfest,Rastatt,Baden-Württemberg,DE,Festplatz Zur Friedrichsfeste,2026-11-30,Bewerbungsschluss: 30. November 2026,3. bis 7. September 2027,Schriftliche Bewerbung; für jeden Jahrmarkt ist eine separate Bewerbung erforderlich,"Wirtschaft & Veranstaltungen, Eigenbetrieb Stadt Rastatt, Herrn Christian Römmich, Kapellenstraße 20-22, 76437 Rastatt",Christian Römmich,stadtmarketing@rastatt.de,07222 972-1280,https://www.rastatt.de/site/Rastatt-Stadt/get/documents_E1829081980/rastatt/Dateien/PDFs/5.%20Kultur%20und%20Freizeit/Freizeit%20und%20Einkaufen/Jahrm%C3%A4rkte/Ausschreibung%20Jahrm%C3%A4rkte%202027.pdf,rastatt.de,official,2026-08-03,bw-2027-deep-rb-karlsruhe,verified,"Gesucht werden unter anderem Fahr-, Schau-, Lauf- und Belustigungsgeschäfte sowie Imbiss-, Spiel-, Gewinn- und Verkaufsgeschäfte."
rheingauer-weinwoche-2027-wiesbaden,Rheingauer Weinwoche 2027,Weinfest / Stadtfest,Wiesbaden,Hessen,DE,"Schlossplatz, Dern'sches Gelände und Wiesbadener Innenstadt",2026-11-30,Bewerbungsfrist am 30. November des Vorjahres,Rheingauer Weinwoche 2027,Online über die offizielle Standplatz-Bewerbung,"TriWiCon / Wiesbaden Congress & Marketing GmbH, Veranstaltungsservice Outdoorformate, Postfach 3840, 65028 Wiesbaden",Veranstaltungsservice Outdoorformate,,0611 1729-733,https://www.wiesbaden.de/standplatz-bewerbung,wiesbaden.de,official,2026-08-03,research-2026-08-03-bw-he,partial,Die offizielle Seite bestätigt die Veranstaltung und die jährlich geltende Frist; der Termin 2027 ist dort noch nicht angegeben.
rudolstadt-festival-2027-rudolstadt,Rudolstadt-Festival 2027 - Handel und Catering,Festival / Händler- und Gastronomieflächen,Rudolstadt,Thüringen,DE,Festivalgelände Rudolstadt,2026-11-30,30.11.2026,01.07.-04.07.2027,"Per E-Mail mit Stand-, Waren- und Präsentationsfotos; ersatzweise postalisch","Stadt Rudolstadt, Kulturbüro, Markt 7, 07407 Rudolstadt","Stadt Rudolstadt, Kulturbüro",handel@rudolstadt-festival.de,,https://www.rudolstadt-festival.de/footer/aktiv/bewerbung-handel-catering-instrumentenbauer.html,rudolstadt-festival.de,official,2026-08-03,research-2026-08-03-sn-st-th,verified,"Das Bewerbungsfenster läuft laut Veranstalter vom 01.10.2026 bis einschließlich 30.11.2026; Imbissanbieter sollen eine Preisliste beilegen. | Bewerbungszeitraum laut Veranstalter: 01.10. bis einschließlich 30.11.2026; Fotos von Stand, Ware und Präsentation sind erforderlich."
steinert-kirmes-2027-luedenscheid,Steinert Kirmes Lüdenscheid 2027,Kirmes / Schützenfest,Lüdenscheid,Nordrhein-Westfalen,DE,"Festplatz Steinert, Heedfelder Straße, Lüdenscheid",2026-11-30,"Bewerbungsunterlagen müssen bis zum 30. November des Vorjahres vorliegen, für die Kirmes 2027 also bis zum 30.11.2026. Massgeblich ist der Eingang beim Platzmeister.",Jährlich rund um Fronleichnam im Rahmen des Schützenfestes des Bürger-Schützen-Vereins Lüdenscheid e.V.; die genauen Termine 2027 sind noch nicht veröffentlicht.,Schriftliche Bewerbung mit vollständigen Unterlagen und Bildmaterial per Post oder persoenliche Abgabe beim Platzmeister.,"Steinert Kirmes, Heedfelder Str. 96, 58509 Lüdenscheid","Gzim Ahmeti, Platzmeister",steinert.kirmes@web.de,,https://steinert-kirmes.de/schausteller-anfragen,steinert-kirmes.de,official,2026-08-03,nrw-2027-deep-restliche-staedte,partial,"Groesste Kirmes im Sauerland, ausgerichtet im Rahmen des Schützenfestes des Bürger-Schützen-Vereins Lüdenscheid e.V. Der Veranstalter nennt den Bewerbungsschluss als feste jährliche Regel, nicht als Einzeldatum für 2027. Genaue Veranstaltungstermine 2027 vor Bewerbung erfragen."
